94,ninety-four,94,3
95,ninety-five,95,3
96,eight times twelve,8 * 12,3
97,ninety-seven,97,4
98,ninety-eight,98,3
99,ninety-nine,99,3
100,ten squared,10 ²,2
101,ten squared plus one,10 ² + 1,4
102,ten squared plus two,10 ² + 2,4
103,ten squared plus three,10 ² + 3,4
104,eight times thirteen,8 * 13,4
105,ten squared plus five,10 ² + 5,4
106,ten squared plus six,10 ² + 6,4
107,ninety-nine plus eight,99 + 8,5
108,six cubed halves,6 ³ / 2,3
109,ten squared plus nine,10 ² + 9,4
110,ten squared plus ten,10 ² + 10,4
111,six cubed halves plus three,6 ³ / 2 + 3,5
112,eight times fourteen,8 * 14,4
113,nine hundred four eighths,904 / 8,5
114,six times nineteen,6 * 19,4
115,five cubed minus ten,5 ³ - 10,5
116,five cubed minus nine,5 ³ - 9,5
117,nine times thirteen,9 * 13,4
118,two times fifty-nine,2 * 59,5
119,five cubed minus six,5 ³ - 6,5
120,ten times twelve,10 * 12,3
121,eleven squared,11 ²,4
122,six hundred ten fifths,610 / 5,5
123,five cubed minus two,5 ³ - 2,5
124,five cubed minus one,5 ³ - 1,5
125,five cubed,5 ³,2
126,nine times fourteen,9 * 14,4
127,five cubed plus two,5 ³ + 2,4
128,eight cubed fourths,8 ³ / 4,3
129,five cubed plus four,5 ³ + 4,4
130,ten times thirteen,10 * 13,4
131,five cubed plus six,5 ³ + 6,4
132,twelve squared minus twelve,12 ² - 12,5
133,five cubed plus eight,5 ³ + 8,4
134,five cubed plus nine,5 ³ + 9,4
135,nine times fifteen,9 * 15,4
136,four hundred eight thirds,408 / 3,5
137,five cubed plus twelve,5 ³ + 12,4
138,twelve squared minus six,12 ² - 6,5
139,twelve squared minus five,12 ² - 5,5
140,ten times fourteen,10 * 14,4
141,twelve squared minus three,12 ² - 3,5
142,twelve squared minus two,12 ² - 2,5
143,twelve squared minus one,12 ² - 1,5
144,twelve squared,12 ²,2
145,twelve squared plus one,12 ² + 1,4
146,twelve squared plus two,12 ² + 2,4
147,twelve squared plus three,12 ² + 3,4
148,twelve squared plus four,12 ² + 4,4
149,twelve squared plus five,12 ² + 5,4
150,thirty squared sixths,30 ² / 6,4
151,nine hundred six sixths,906 / 6,5
152,eight times nineteen,8 * 19,4
153,twelve squared plus nine,12 ² + 9,4
154,twelve squared plus ten,12 ² + 10,4
155,three hundred ten halves,310 / 2,5
156,twelve times thirteen,12 * 13,4
157,twelve squared plus thirteen,12 ² + 13,5
158,twelve squared plus fourteen,12 ² + 14,5
159,three times fifty-three,3 * 53,5
160,forty squared tenths,40 ² / 10,4
161,eight hundred five fifths,805 / 5,5
162,six squared squared eighths,(6 ²) ² / 8,4
163,twelve squared plus nineteen,12 ² + 19,5
164,four times forty-one,4 * 41,5
165,five times thirty-three,5 * 33,5
166,two times eighty-three,2 * 83,5
167,two thousand four twelfths,2004 / 12,5
168,twelve times fourteen,12 * 14,4
169,thirteen squared,13 ²,3
170,five hundred ten thirds,510 / 3,5
171,nine times nineteen,9 * 19,4
172,four times forty-three,4 * 43,5
173,thirteen squared plus four,13 ² + 4,5
174,six times twenty-nine,6 * 29,5
175,seven hundred fourths,700 / 4,5
176,eight times twenty-two,8 * 22,5
177,three times fifty-nine,3 * 59,5
178,two times eighty-nine,2 * 89,5
179,thirteen squared plus ten,13 ² + 10,5
180,thirty squared fifths,30 ² / 5,4
181,nine hundred five fifths,905 / 5,5
182,nine hundred ten fifths,910 / 5,5
183,three times sixty-one,3 * 61,5
184,eight times twenty-three,8 * 23,5
185,five cubed plus sixty,5 ³ + 60,5
186,six times thirty-one,6 * 31,5
187,fourteen squared minus nine,14 ² - 9,6
188,two times ninety-four,2 * 94,5
189,seven times three cubed,7 * 3 ³,5
190,ten times nineteen,10 * 19,4
191,ten cubed fifths minus nine,10 ³ / 5 - 9,6
192,twelve cubed ninths,12 ³ / 9,3
193,twelve cubed ninths plus one,12 ³ / 9 + 1,5
194,twelve cubed ninths plus two,12 ³ / 9 + 2,5
195,thirteen times fifteen,13 * 15,5
196,fourteen squared,14 ²,3
197,fourteen squared plus one,14 ² + 1,5
198,nine times twenty-two,9 * 22,5
199,fourteen squared plus three,14 ² + 3,5
200,ten cubed fifths,10 ³ / 5,3
201,two hundred one,201,4
202,two hundred two,202,4
203,two hundred three,203,4
204,two hundred four,204,4
205,two hundred five,205,4
206,two hundred six,206,4
207,six cubed minus nine,6 ³ - 9,5
208,two hundred eight,208,4
209,two hundred nine,209,4
210,two hundred ten,210,4
211,six cubed minus five,6 ³ - 5,5
212,two hundred twelve,212,4
213,six cubed minus three,6 ³ - 3,5
214,six cubed minus two,6 ³ - 2,5
215,six cubed minus one,6 ³ - 1,5
216,six cubed,6 ³,2
217,six cubed plus one,6 ³ + 1,4
218,six cubed plus two,6 ³ + 2,4
219,six cubed plus three,6 ³ + 3,4
220,six cubed plus four,6 ³ + 4,4
221,six cubed plus five,6 ³ + 5,4
222,six cubed plus six,6 ³ + 6,4
223,six cubed plus seven,6 ³ + 7,5
224,six cubed plus eight,6 ³ + 8,4
225,fifteen squared,15 ²,3
226,six cubed plus ten,6 ³ + 10,4
227,nine hundred eight fourths,908 / 4,5
228,twelve times nineteen,12 * 19,4
229,fifteen squared plus four,15 ² + 4,5
230,ten times twenty-three,10 * 23,5
231,fifteen squared plus six,15 ² + 6,5
232,eight times twenty-nine,8 * 29,5
233,fifteen squared plus eight,15 ² + 8,5
234,thirteen times eighteen,13 * 18,5
235,fifteen squared plus ten,15 ² + 10,5
236,four times fifty-nine,4 * 59,5
237,fifteen squared plus twelve,15 ² + 12,5
238,ten cubed fourths minus twelve,10 ³ / 4 - 12,6
239,nine cubed thirds minus four,9 ³ / 3 - 4,6
240,twelve times twenty,12 * 20,4
241,six cubed plus five squared,6 ³ + 5 ²,5
242,forty-four squared eighths,44 ² / 8,5
243,nine cubed thirds,9 ³ / 3,3
244,four times sixty-one,4 * 61,5
245,thirty-five squared fifths,35 ² / 5,5
246,six times forty-one,6 * 41,5
247,thirteen times nineteen,13 * 19,5
248,eight times thirty-one,8 * 31,5
249,three times eighty-three,3 * 83,5
250,ten cubed fourths,10 ³ / 4,3
251,three thousand twelve twelfths,3012 / 12,5
252,one thousand eight fourths,1008 / 4,5
253,one thousand twelve fourths,1012 / 4,5
254,five hundred eight halves,508 / 2,5
255,five hundred ten halves,510 / 2,5
256,four squared squared,(4 ²) ²,3
257,four squared squared plus one,(4 ²) ² + 1,5
258,six times forty-three,6 * 43,5
259,four squared squared plus three,(4 ²) ² + 3,5
260,thirteen times twenty,13 * 20,5
261,nine times twenty-nine,9 * 29,5
262,four squared squared plus six,(4 ²) ² + 6,5
263,four squared squared plus seven,(4 ²) ² + 7,6
264,twelve times twenty-two,12 * 22,5
265,five times fifty-three,5 * 53,5
266,fourteen times nineteen,14 * 19,5
267,eight hundred one thirds,801 / 3,5
268,eight hundred four thirds,804 / 3,5
269,twelve squared plus five cubed,12 ² + 5 ³,5
270,ten times three cubed,10 * 3 ³,4
271,eight hundred thirteen thirds,813 / 3,6
272,eight times thirty-four,8 * 34,5
273,three times ninety-one,3 * 91,5
274,ten times three cubed plus four,10 * 3 ³ + 4,6
275,five times fifty-five,5 * 55,5
276,twelve times twenty-three,12 * 23,5
277,ten cubed fourths plus three cubed,10 ³ / 4 + 3 ³,6
278,ten thousand eight thirds twelfths,10008 / 3 / 12,6
279,nine times thirty-one,9 * 31,5
280,fourteen times twenty,14 * 20,5
281,four squared squared plus five squared,(4 ²) ² + 5 ²,6
282,three times ninety-four,3 * 94,5
283,twelve cubed sixths minus five,12 ³ / 6 - 5,6
284,twelve cubed sixths minus four,12 ³ / 6 - 4,6
285,fifteen times nineteen,15 * 19,5
286,four thousand four fourteenths,4004 / 14,6
287,two thousand nine sevenths,2009 / 7,6
288,twelve cubed sixths,12 ³ / 6,3
289,seventeen squared,17 ²,4
290,ten times twenty-nine,10 * 29,5
291,twelve cubed sixths plus three,12 ³ / 6 + 3,5
292,twelve cubed sixths plus four,12 ³ / 6 + 4,5
293,twelve cubed sixths plus five,12 ³ / 6 + 5,5
294,forty-two squared sixths,42 ² / 6,5
295,five times fifty-nine,5 * 59,5
296,twelve cubed sixths plus eight,12 ³ / 6 + 8,5
297,nine times thirty-three,9 * 33,5
298,twelve cubed sixths plus ten,12 ³ / 6 + 10,5
299,three hundred minus one,300 - 1,6
300,three hundred,300,3
301,three hundred one,301,4
302,three hundred two,302,4
303,three hundred three,303,4
304,three hundred four,304,4
305,three hundred five,305,4
306,three hundred six,306,4
307,three hundred seven,307,5
308,three hundred eight,308,4
309,three hundred nine,309,4
310,three hundred ten,310,4
311,three hundred ten plus one,310 + 1,6
312,three hundred twelve,312,4
313,three hundred thirteen,313,5
314,three hundred fourteen,314,5
315,nine times thirty-five,9 * 35,5
316,six cubed plus ten squared,6 ³ + 10 ²,5
317,three hundred twelve plus five,312 + 5,6
318,six times fifty-three,6 * 53,5
319,three hundred nineteen,319,5
320,forty squared fifths,40 ² / 5,4
321,eighteen squared minus three,18 ² - 3,6
322,eighteen squared minus two,18 ² - 2,6
323,eighteen squared minus one,18 ² - 1,6
324,eighteen squared,18 ²,3
325,thirteen times five squared,13 * 5 ²,5
326,eighteen squared plus two,18 ² + 2,5
327,eighteen squared plus three,18 ² + 3,5
328,eight times forty-one,8 * 41,5
329,eighteen squared plus five,18 ² + 5,5
330,ten times thirty-three,10 * 33,5
331,seven cubed minus twelve,7 ³ - 12,6
332,four times eighty-three,4 * 83,5
333,eighteen squared plus nine,18 ² + 9,5
334,four thousand eight twelfths,4008 / 12,5
335,two thousand ten sixths,2010 / 6,5
336,one thousand eight thirds,1008 / 3,5
337,seven cubed minus six,7 ³ - 6,6
338,fifty-two squared eighths,52 ² / 8,5
339,seven cubed minus four,7 ³ - 4,6
340,ten times thirty-four,10 * 34,5
341,six cubed plus five cubed,6 ³ + 5 ³,5
342,eighteen times nineteen,18 * 19,5
343,seven cubed,7 ³,3
344,eight times forty-three,8 * 43,5
345,five times sixty-nine,5 * 69,5
346,seven cubed plus three,7 ³ + 3,5
347,seven cubed plus four,7 ³ + 4,5
348,twelve times twenty-nine,12 * 29,5
349,seven cubed plus six,7 ³ + 6,5
350,seven hundred halves,700 / 2,5
351,thirteen times three cubed,13 * 3 ³,5
352,eight times forty-four,8 * 44,5
353,seven cubed plus ten,7 ³ + 10,5
354,six times fifty-nine,6 * 59,5
355,seven cubed plus twelve,7 ³ + 12,5
356,four times eighty-nine,4 * 89,5
357,nineteen squared minus four,19 ² - 4,6
358,five thousand twelve fourteenths,5012 / 14,6
359,nineteen squared minus two,19 ² - 2,6
360,sixty squared tenths,60 ² / 10,4
361,nineteen squared,19 ²,3
362,nineteen squared plus one,19 ² + 1,5
363,sixty-six squared twelfths,66 ² / 12,5
364,four times ninety-one,4 * 91,5
365,nineteen squared plus four,19 ² + 4,5
366,six times sixty-one,6 * 61,5
367,nineteen squared plus six,19 ² + 6,5
368,eight times forty-six,8 * 46,5
369,nine times forty-one,9 * 41,5
370,nineteen squared plus nine,19 ² + 9,5
371,nineteen squared plus ten,19 ² + 10,5
372,twelve times thirty-one,12 * 31,5
373,nineteen squared plus twelve,19 ² + 12,5
374,nineteen squared plus thirteen,19 ² + 13,6
375,fifteen cubed ninths,15 ³ / 9,4
376,three thousand eight eighths,3008 / 8,5
377,three thousand sixteen eighths,3016 / 8,6
378,fourteen times three cubed,14 * 3 ³,5
379,fifteen cubed ninths plus four,15 ³ / 9 + 4,6
380,nineteen times twenty,19 * 20,5
381,fifteen cubed ninths plus six,15 ³ / 9 + 6,6
382,three hundred eighty-two,382,6
383,fifteen cubed ninths plus eight,15 ³ / 9 + 8,6
384,six times four cubed,6 * 4 ³,4
385,five thousand five thirteenths,5005 / 13,6
386,six times four cubed plus two,6 * 4 ³ + 2,6
387,nine times forty-three,9 * 43,5
388,twenty squared minus twelve,20 ² - 12,6
389,six times four cubed plus five,6 * 4 ³ + 5,6
390,thirteen times thirty,13 * 30,5
391,twenty squared minus nine,20 ² - 9,6
392,fifty-six squared eighths,56 ² / 8,5
393,six times four cubed plus nine,6 * 4 ³ + 9,6
394,twenty squared minus six,20 ² - 6,6
395,twenty squared minus five,20 ² - 5,6
396,twelve times thirty-three,12 * 33,5
397,twenty squared minus three,20 ² - 3,6
398,twenty squared minus two,20 ² - 2,6
399,twenty squared minus one,20 ² - 1,6
400,twenty squared,20 ²,3
401,four hundred one,401,4
402,four hundred two,402,4
403,four hundred three,403,4
404,four hundred four,404,4
405,five times nine squared,5 * 9 ²,4
406,four hundred six,406,4
407,four hundred seven,407,5
408,four hundred eight,408,4
409,four hundred nine,409,4
410,four hundred ten,410,4
411,four hundred ten plus one,410 + 1,6
412,four hundred twelve,412,4
413,four hundred thirteen,413,5
414,nine times forty-six,9 * 46,5
415,five times eighty-three,5 * 83,5
416,eight times fifty-two,8 * 52,5
417,five thousand four twelfths,5004 / 12,5
418,four hundred eighteen,418,5
419,four hundred nineteen,419,5
420,fourteen times thirty,14 * 30,5
421,four hundred twelve plus nine,412 + 9,6
422,twelve cubed fourths minus ten,12 ³ / 4 - 10,6
423,twelve cubed fourths minus nine,12 ³ / 4 - 9,6
424,eight times fifty-three,8 * 53,5
425,five times eighty-five,5 * 85,5
426,twelve cubed fourths minus six,12 ³ / 4 - 6,6
427,twelve cubed fourths minus five,12 ³ / 4 - 5,6
428,twelve cubed fourths minus four,12 ³ / 4 - 4,6
429,six thousand six fourteenths,6006 / 14,6
430,ten times forty-three,10 * 43,5
431,twelve cubed fourths minus one,12 ³ / 4 - 1,6
432,twelve cubed fourths,12 ³ / 4,3
433,twelve cubed fourths plus one,12 ³ / 4 + 1,5
434,twelve cubed fourths plus two,12 ³ / 4 + 2,5
435,twelve cubed fourths plus three,12 ³ / 4 + 3,5
436,twelve cubed fourths plus four,12 ³ / 4 + 4,5
437,twelve cubed fourths plus five,12 ³ / 4 + 5,5
438,twelve cubed fourths plus six,12 ³ / 4 + 6,5
439,twelve cubed fourths plus seven,12 ³ / 4 + 7,6
440,ten times forty-four,10 * 44,5
441,twenty-one squared,21 ²,4
442,twelve cubed fourths plus ten,12 ³ / 4 + 10,5
443,twenty-one squared plus two,21 ² + 2,6
444,twelve cubed fourths plus twelve,12 ³ / 4 + 12,5
445,four thousand five ninths,4005 / 9,5
446,four thousand fourteen ninths,4014 / 9,6
447,twenty-one squared plus six,21 ² + 6,6
448,seven times four cubed,7 * 4 ³,5
449,twenty-one squared plus eight,21 ² + 8,6
450,sixty squared eighths,60 ² / 8,4
451,nine hundred two halves,902 / 2,5
452,nine hundred four halves,904 / 2,5
453,nine hundred six halves,906 / 2,5
454,nine hundred eight halves,908 / 2,5
455,nine hundred ten halves,910 / 2,5
456,nine hundred twelve halves,912 / 2,5
457,nine hundred fourteen halves,914 / 2,6
458,nine hundred sixteen halves,916 / 2,6
459,nine times fifty-one,9 * 51,5
460,ten times forty-six,10 * 46,5
461,nineteen squared plus ten squared,19 ² + 10 ²,6
462,six thousand six thirteenths,6006 / 13,6
463,four hundred sixty-three,463,6
464,eight times fifty-eight,8 * 58,5
465,five times ninety-three,5 * 93,5
466,ten cubed fourths plus six cubed,10 ³ / 4 + 6 ³,6
467,fourteen thousand ten thirds tenths,14010 / 3 / 10,7
468,thirteen times six squared,13 * 6 ²,5
469,four hundred sixty-nine,469,6
470,five times ninety-four,5 * 94,5
471,nine hundred forty-two halves,942 / 2,7
472,eight times fifty-nine,8 * 59,5
473,nine hundred forty-six halves,946 / 2,7
474,nine thousand six nineteenths,9006 / 19,6
475,nineteen times five squared,19 * 5 ²,5
476,eight cubed minus six squared,8 ³ - 6 ²,6
477,nine times fifty-three,9 * 53,5
478,nine hundred fifty-six halves,956 / 2,7
479,nine hundred fifty-eight halves,958 / 2,7
480,twelve times forty,12 * 40,4
481,twelve times forty plus one,12 * 40 + 1,6
482,eight cubed minus thirty,8 ³ - 30,6
483,seven times sixty-nine,7 * 69,6
484,twenty-two squared,22 ²,4
485,eight cubed minus three cubed,8 ³ - 3 ³,6
486,eighteen cubed twelfths,18 ³ / 12,4
487,eight cubed minus five squared,8 ³ - 5 ²,6
488,eight times sixty-one,8 * 61,5
489,eighteen cubed twelfths plus three,18 ³ / 12 + 3,6
490,seventy squared tenths,70 ² / 10,5
491,ten cubed halves minus nine,10 ³ / 2 - 9,6
492,twelve times forty-one,12 * 41,5
493,eight cubed minus nineteen,8 ³ - 19,6
494,ten cubed halves minus six,10 ³ / 2 - 6,6
495,nine times fifty-five,9 * 55,5
496,eight times sixty-two,8 * 62,5
497,ten cubed halves minus three,10 ³ / 2 - 3,6
498,six times eighty-three,6 * 83,5
499,ten cubed halves minus one,10 ³ / 2 - 1,6
500,ten cubed halves,10 ³ / 2,3
501,five hundred one,501,4
502,five hundred two,502,4
503,five hundred three,503,4
504,five hundred four,504,4
505,five hundred five,505,4
506,five hundred six,506,4
507,thirty-nine squared thirds,39 ² / 3,5
508,five hundred eight,508,4
509,five hundred nine,509,4
510,five hundred ten,510,4
511,eight cubed minus one,8 ³ - 1,5
512,eight cubed,8 ³,2
513,eight cubed plus one,8 ³ + 1,4
514,eight cubed plus two,8 ³ + 2,4
515,eight cubed plus three,8 ³ + 3,4
516,eight cubed plus four,8 ³ + 4,4
517,eight cubed plus five,8 ³ + 5,4
518,eight cubed plus six,8 ³ + 6,4
519,eight cubed plus seven,8 ³ + 7,5
520,eight cubed plus eight,8 ³ + 8,4
521,eight cubed plus nine,8 ³ + 9,4
522,eight cubed plus ten,8 ³ + 10,4
523,eight cubed plus ten plus one,8 ³ + 10 + 1,6
524,eight cubed plus twelve,8 ³ + 12,4
525,eight cubed plus thirteen,8 ³ + 13,5
526,eight cubed plus fourteen,8 ³ + 14,5
527,eight cubed plus fifteen,8 ³ + 15,5
528,twelve times forty-four,12 * 44,5
529,twenty-three squared,23 ²,4
530,ten times fifty-three,10 * 53,5
531,nine times fifty-nine,9 * 59,5
532,eight cubed plus twenty,8 ³ + 20,5
533,thirteen times forty-one,13 * 41,6
534,six times eighty-nine,6 * 89,5
535,twenty-three squared plus six,23 ² + 6,6
536,eight times sixty-seven,8 * 67,6
537,eight cubed plus five squared,8 ³ + 5 ²,5
538,twenty-three squared plus nine,23 ² + 9,6
539,eight cubed plus three cubed,8 ³ + 3 ³,5
540,nine times sixty,9 * 60,4
541,nine times sixty plus one,9 * 60 + 1,6
542,eight cubed plus thirty,8 ³ + 30,5
543,nine times sixty plus three,9 * 60 + 3,6
544,eight times sixty-eight,8 * 68,5
545,one thousand ninety halves,1090 / 2,6
546,six times ninety-one,6 * 91,5
547,eight cubed plus thirty-five,8 ³ + 35,6
548,eight cubed plus six squared,8 ³ + 6 ²,5
549,nine times sixty-one,9 * 61,5
550,ten times fifty-five,10 * 55,5
551,nineteen times twenty-nine,19 * 29,6
552,twelve times forty-six,12 * 46,5
553,eight cubed plus forty-one,8 ³ + 41,6
554,eight cubed plus forty-two,8 ³ + 42,6
555,eight cubed plus forty-three,8 ³ + 43,6
556,five thousand four ninths,5004 / 9,5
557,five thousand thirteen ninths,5013 / 9,6
558,nine times sixty-two,9 * 62,5
559,thirteen times forty-three,13 * 43,6
560,fourteen times forty,14 * 40,5
561,eight cubed plus seven squared,8 ³ + 7 ²,6
562,eight cubed plus fifty,8 ³ + 50,5
563,nine thousand eight halves eighths,9008 / 2 / 8,6
564,six times ninety-four,6 * 94,5
565,eight cubed plus fifty-three,8 ³ + 53,6
566,twelve cubed thirds minus ten,12 ³ / 3 - 10,6
567,seven times nine squared,7 * 9 ²,5
568,twelve cubed thirds minus eight,12 ³ / 3 - 8,6
569,five hundred sixty-nine,569,6
570,nineteen times thirty,19 * 30,5
571,twelve cubed thirds minus five,12 ³ / 3 - 5,6
572,eight cubed plus sixty,8 ³ + 60,5
573,twelve cubed thirds minus three,12 ³ / 3 - 3,6
574,twelve cubed thirds minus two,12 ³ / 3 - 2,6
575,twelve cubed thirds minus one,12 ³ / 3 - 1,6
576,twelve cubed thirds,12 ³ / 3,3
577,twelve cubed thirds plus one,12 ³ / 3 + 1,5
578,sixty-eight squared eighths,68 ² / 8,5
579,twelve cubed thirds plus three,12 ³ / 3 + 3,5
580,ten times fifty-eight,10 * 58,5
581,twelve cubed thirds plus five,12 ³ / 3 + 5,5
582,twelve cubed thirds plus six,12 ³ / 3 + 6,5
583,twelve cubed thirds plus seven,12 ³ / 3 + 7,6
584,twelve cubed thirds plus eight,12 ³ / 3 + 8,5
585,nine times sixty-five,9 * 65,5
586,twelve cubed thirds plus ten,12 ³ / 3 + 10,5
587,six hundred minus thirteen,600 - 13,7
588,eighty-four squared twelfths,84 ² / 12,5
589,nineteen times thirty-one,19 * 31,6
590,ten times fifty-nine,10 * 59,5
591,six hundred minus nine,600 - 9,6
592,eight cubed plus eighty,8 ³ + 80,5
593,eight cubed plus nine squared,8 ³ + 9 ²,5
594,nine times sixty-six,9 * 66,5
595,six hundred minus five,600 - 5,6
596,six hundred minus four,600 - 4,6
597,six hundred minus three,600 - 3,6
598,six hundred minus two,600 - 2,6
599,six hundred minus one,600 - 1,6
600,six hundred,600,3
601,six hundred one,601,4
602,six hundred two,602,4
603,six hundred three,603,4
604,six hundred four,604,4
605,six hundred five,605,4
606,six hundred six,606,4
607,six hundred seven,607,5
608,six hundred eight,608,4
609,six hundred nine,609,4
610,six hundred ten,610,4
611,six hundred ten plus one,610 + 1,6
612,six hundred twelve,612,4
613,six hundred thirteen,613,5
614,six hundred fourteen,614,5
615,six hundred fifteen,615,5
616,six hundred sixteen,616,5
617,five squared squared minus eight,(5 ²) ² - 8,6
618,six hundred eighteen,618,5
619,six hundred nineteen,619,5
620,ten times sixty-two,10 * 62,5
621,nine times sixty-nine,9 * 69,5
622,five squared squared minus three,(5 ²) ² - 3,6
623,five squared squared minus two,(5 ²) ² - 2,6
624,twelve times fifty-two,12 * 52,5
625,five squared squared,(5 ²) ²,3
626,five thousand eight eighths,5008 / 8,5
627,five squared squared plus two,(5 ²) ² + 2,5
628,five squared squared plus three,(5 ²) ² + 3,5
629,five squared squared plus four,(5 ²) ² + 4,5
630,seven times ninety,7 * 90,5
631,five squared squared plus six,(5 ²) ² + 6,5
632,twelve thousand eight nineteenths,12008 / 19,6
633,five squared squared plus eight,(5 ²) ² + 8,5
634,five squared squared plus nine,(5 ²) ² + 9,5
635,five squared squared plus ten,(5 ²) ² + 10,5
636,twelve times fifty-three,12 * 53,5
637,five squared squared plus twelve,(5 ²) ² + 12,5
638,five squared squared plus thirteen,(5 ²) ² + 13,6
639,nine cubed minus ninety,9 ³ - 90,6
640,eighty squared tenths,80 ² / 10,4
641,eighty squared tenths plus one,80 ² / 10 + 1,6
642,eighty squared tenths plus two,80 ² / 10 + 2,6
643,nine thousand two fourteenths,9002 / 14,6
644,fourteen times forty-six,14 * 46,6
645,fifteen times forty-three,15 * 43,6
646,nineteen times thirty-four,19 * 34,6
647,eighteen cubed ninths minus one,18 ³ / 9 - 1,7
648,eighteen cubed ninths,18 ³ / 9,4
649,nine cubed minus eighty,9 ³ - 80,6
650,thirteen times fifty,13 * 50,5
651,seven times ninety-three,7 * 93,6
652,eighteen cubed ninths plus four,18 ³ / 9 + 4,6
653,eighteen cubed ninths plus five,18 ³ / 9 + 5,6
654,six times one hundred nine,6 * 109,6
655,five squared squared plus thirty,(5 ²) ² + 30,6
656,eight times eighty-two,8 * 82,5
657,nine times seventy-three,9 * 73,6
658,seven times ninety-four,7 * 94,6
659,six hundred fifty-nine,659,6
660,twelve times fifty-five,12 * 55,5
661,five squared squared plus six squared,(5 ²) ² + 6 ²,6
662,six hundred sixty-two,662,6
663,thirteen times fifty-one,13 * 51,6
664,eight times eighty-three,8 * 83,5
665,nine cubed minus four cubed,9 ³ - 4 ³,6
666,nine times seventy-four,9 * 74,6
667,eight thousand four twelfths,8004 / 12,5
668,six thousand twelve ninths,6012 / 9,5
669,four thousand fourteen sixths,4014 / 6,6
670,two thousand ten thirds,2010 / 3,5
671,two thousand thirteen thirds,2013 / 3,6
672,twelve times fifty-six,12 * 56,5
673,two thousand nineteen thirds,2019 / 3,6
674,eight thousand eighty-eight twelfths,8088 / 12,7
675,ninety squared twelfths,90 ² / 12,4
676,twenty-six squared,26 ²,4
677,twenty-six squared plus one,26 ² + 1,6
678,twenty-six squared plus two,26 ² + 2,6
679,nine cubed minus fifty,9 ³ - 50,6
680,ten times sixty-eight,10 * 68,5
681,twenty-six squared plus five,26 ² + 5,6
682,twenty-six squared plus six,26 ² + 6,6
683,ninety squared twelfths plus eight,90 ² / 12 + 8,6
684,nineteen times six squared,19 * 6 ²,5
685,twenty-six squared plus nine,26 ² + 9,6
686,fourteen cubed fourths,14 ³ / 4,4
687,fourteen cubed fourths plus one,14 ³ / 4 + 1,6
688,eight times eighty-six,8 * 86,5
689,nine cubed minus forty,9 ³ - 40,6
690,ten times sixty-nine,10 * 69,5
691,fourteen cubed fourths plus five,14 ³ / 4 + 5,6
692,fourteen cubed fourths plus six,14 ³ / 4 + 6,6
693,nine thousand nine thirteenths,9009 / 13,6
694,fourteen cubed fourths plus eight,14 ³ / 4 + 8,6
695,fourteen cubed fourths plus nine,14 ³ / 4 + 9,6
696,twelve times fifty-eight,12 * 58,5
697,two thousand ninety-one thirds,2091 / 3,7
