315,三百十五,315,4
316,三百十六,316,4
317,三百十七,317,4
318,三百十八,318,4
319,三百十九,319,4
320,八乘四十,8 * 40,4
321,三百二十一,321,5
322,七乘四十六,7 * 46,5
323,十七乘十九,17 * 19,5
324,十八平方,18 ²,4
325,半分之六百五十,650 / 2,5
326,三百二十六,326,5
327,三百二十七,327,5
328,八乘四十一,8 * 41,5
329,七乘四十七,7 * 47,5
330,三百三十,330,4
331,三百三十一,331,5
332,四乘八十三,4 * 83,5
333,七立方减十,7 ³ - 10,5
334,七立方减九,7 ³ - 9,5
335,半分之六百七十,670 / 2,5
336,七立方减七,7 ³ - 7,5
337,七立方减六,7 ³ - 6,5
338,七立方减五,7 ³ - 5,5
339,七立方减四,7 ³ - 4,5
340,三百四十,340,4
341,半分之七百减九,700 / 2 - 9,5
342,半分之七百减八,700 / 2 - 8,5
343,七立方,7 ³,3
344,半分之七百减六,700 / 2 - 6,5
345,半分之六百九十,690 / 2,5
346,半分之七百减四,700 / 2 - 4,5
347,半分之七百减三,700 / 2 - 3,5
348,半分之七百减二,700 / 2 - 2,5
349,半分之七百减一,700 / 2 - 1,5
350,半分之七百,700 / 2,3
351,半分之七百零二,702 / 2,5
352,半分之七百零四,704 / 2,5
353,半分之七百零六,706 / 2,5
354,半分之七百零八,708 / 2,5
355,半分之七百十,710 / 2,4
356,半分之七百十二,712 / 2,5
357,半分之七百十四,714 / 2,5
358,半分之七百十六,716 / 2,5
359,半分之七百十八,718 / 2,5
360,九乘四十,9 * 40,4
361,十九平方,19 ²,4
362,三百六十二,362,5
363,三百六十三,363,5
364,七乘五十二,7 * 52,5
365,半分之七百三十,730 / 2,5
366,六乘六十一,6 * 61,5
367,三百六十七,367,5
368,八乘四十六,8 * 46,5
369,九乘四十一,9 * 41,5
370,三百七十,370,4
371,七乘五十三,7 * 53,5
372,六乘六十二,6 * 62,5
373,三百七十三,373,5
374,三百七十四,374,5
375,半分之半分之半分之三千,3000 / 2 / 2 / 2,5
376,八乘四十七,8 * 47,5
377,三百七十七,377,5
378,九乘六乘七,9 * 6 * 7,5
379,三百七十九,379,5
380,三百八十,380,4
381,四百减十九,400 - 19,5
382,四百减十八,400 - 18,5
383,四百减十七,400 - 17,5
384,四百减十六,400 - 16,5
385,半分之七百七十,770 / 2,5
386,四百减十四,400 - 14,5
387,四百减十三,400 - 13,5
388,四百减十二,400 - 12,5
389,四百减十一,400 - 11,5
390,四百减十,400 - 10,4
391,四百减九,400 - 9,4
392,四百减八,400 - 8,4
393,四百减七,400 - 7,4
394,四百减六,400 - 6,4
395,四百减五,400 - 5,4
396,四百减四,400 - 4,4
397,四百减三,400 - 3,4
398,四百减二,400 - 2,4
399,四百减一,400 - 1,4
400,四百,400,2
401,四百加一,400 + 1,4
402,四百加二,400 + 2,4
403,四百加三,400 + 3,4
404,四百加四,400 + 4,4
405,半分之八百十,810 / 2,4
406,四百加六,400 + 6,4
407,四百加七,400 + 7,4
408,四百加八,400 + 8,4
409,四百加九,400 + 9,4
410,四百十,410,3
411,四百十一,411,4
412,四百十二,412,4
413,四百十三,413,4
414,四百十四,414,4
415,四百十五,415,4
416,四百十六,416,4
417,四百十七,417,4
418,四百十八,418,4
419,四百十九,419,4
420,七乘六十,7 * 60,4
421,四百二十一,421,5
422,四百二十二,422,5
423,九乘四十七,9 * 47,5
424,八乘五十三,8 * 53,5
425,半分之八百五十,850 / 2,5
426,六乘七十一,6 * 71,5
427,七乘六十一,7 * 61,5
428,四百二十八,428,5
429,四百二十九,429,5
430,四百三十,430,4
431,四百三十一,431,5
432,九乘六乘八,9 * 6 * 8,5
433,四百三十三,433,5
434,七乘六十二,7 * 62,5
435,半分之八百七十,870 / 2,5
436,四百三十六,436,5
437,四百三十七,437,5
438,六乘七十三,6 * 73,5
439,四百三十九,439,5
440,四百四十,440,4
441,二十一平方,21 ²,5
442,半分之九百减八,900 / 2 - 8,5
443,半分之九百减七,900 / 2 - 7,5
444,半分之九百减六,900 / 2 - 6,5
445,半分之八百九十,890 / 2,5
446,半分之九百减四,900 / 2 - 4,5
447,半分之九百减三,900 / 2 - 3,5
448,半分之九百减二,900 / 2 - 2,5
449,半分之九百减一,900 / 2 - 1,5
450,半分之九百,900 / 2,3
451,半分之九百零二,902 / 2,5
452,半分之九百零四,904 / 2,5
453,半分之九百零六,906 / 2,5
454,半分之九百零八,908 / 2,5
455,半分之九百十,910 / 2,4
456,半分之九百十二,912 / 2,5
457,半分之九百十四,914 / 2,5
458,半分之九百十六,916 / 2,5
459,半分之九百十八,918 / 2,5
460,四百六十,460,4
461,四百六十一,461,5
462,七乘六十六,7 * 66,5
463,四百六十三,463,5
464,八乘五十八,8 * 58,5
465,半分之九百三十,930 / 2,5
466,四百六十六,466,5
467,四百六十七,467,5
468,九乘五十二,9 * 52,5
469,七乘六十七,7 * 67,5
470,四百七十,470,4
471,四百七十一,471,5
472,八乘五十九,8 * 59,5
473,四百七十三,473,5
474,六乘七十九,6 * 79,5
475,半分之九百五十,950 / 2,5
476,七乘六十八,7 * 68,5
477,九乘五十三,9 * 53,5
478,四百七十八,478,5
479,四百七十九,479,5
480,八乘六十,8 * 60,4
481,五百减十九,500 - 19,5
482,五百减十八,500 - 18,5
483,五百减十七,500 - 17,5
484,二十二平方,22 ²,5
485,半分之九百七十,970 / 2,5
486,五百减十四,500 - 14,5
487,五百减十三,500 - 13,5
488,五百减十二,500 - 12,5
489,五百减十一,500 - 11,5
490,五百减十,500 - 10,4
491,五百减九,500 - 9,4
492,五百减八,500 - 8,4
493,五百减七,500 - 7,4
494,五百减六,500 - 6,4
495,五百减五,500 - 5,4
496,五百减四,500 - 4,4
497,五百减三,500 - 3,4
498,五百减二,500 - 2,4
499,五百减一,500 - 1,4
500,五百,500,2
501,五百加一,500 + 1,4
502,五百加二,500 + 2,4
503,五百加三,500 + 3,4
504,五百加四,500 + 4,4
505,半分之一千十,1010 / 2,4
506,五百加六,500 + 6,4
507,五百加七,500 + 7,4
508,五百加八,500 + 8,4
509,五百加九,500 + 9,4
510,五百十,510,3
511,五百十一,511,4
512,八立方,8 ³,3
513,五百十三,513,4
514,五百十四,514,4
515,五百十五,515,4
516,五百十六,516,4
517,五百十七,517,4
518,五百十八,518,4
519,五百十九,519,4
520,五百二十,520,4
521,八立方加九,8 ³ + 9,5
522,九乘五十八,9 * 58,5
523,五百二十三,523,5
524,五百二十四,524,5
525,半分之一千五十,1050 / 2,5
526,五百二十六,526,5
527,五百二十七,527,5
528,八乘六十六,8 * 66,5
529,二十三平方,23 ²,5
530,五百三十,530,4
531,九乘五十九,9 * 59,5
532,七乘七十六,7 * 76,5
533,五百三十三,533,5
534,六乘八十九,6 * 89,5
535,半分之一千七十,1070 / 2,5
536,八乘六十七,8 * 67,5
537,五百三十七,537,5
538,五百三十八,538,5
539,七乘七十七,7 * 77,5
540,九乘六十,9 * 60,4
541,五百四十一,541,5
542,五百四十二,542,5
543,五百四十三,543,5
544,八乘六十八,8 * 68,5
545,半分之一千九十,1090 / 2,5
546,七乘七十八,7 * 78,5
547,五百四十七,547,5
548,五百四十八,548,5
549,九乘六十一,9 * 61,5
550,五百五十,550,4
551,五百五十一,551,5
552,八乘六十九,8 * 69,5
553,七乘七十九,7 * 79,5
554,五百五十四,554,5
555,五百五十五,555,5
556,五百五十六,556,5
557,五百五十七,557,5
558,九乘六十二,9 * 62,5
559,五百五十九,559,5
560,八乘七十,8 * 70,4
561,五百六十一,561,5
562,五百六十二,562,5
563,五百六十三,563,5
564,六乘九十四,6 * 94,5
565,五百六十五,565,5
566,五百六十六,566,5
567,九乘七乘九,9 * 7 * 9,5
568,八乘七十一,8 * 71,5
569,五百六十九,569,5
570,五百七十,570,4
571,五百七十一,571,5
572,五百七十二,572,5
573,五百七十三,573,5
574,七乘八十二,7 * 82,5
575,五百七十五,575,5
576,二十四平方,24 ²,5
577,五百七十七,577,5
578,五百七十八,578,5
579,五百七十九,579,5
580,五百八十,580,4
581,六百减十九,600 - 19,5
582,六百减十八,600 - 18,5
583,六百减十七,600 - 17,5
584,六百减十六,600 - 16,5
585,六百减十五,600 - 15,5
586,六百减十四,600 - 14,5
587,六百减十三,600 - 13,5
588,六百减十二,600 - 12,5
589,六百减十一,600 - 11,5
590,六百减十,600 - 10,4
591,六百减九,600 - 9,4
592,六百减八,600 - 8,4
593,六百减七,600 - 7,4
594,六百减六,600 - 6,4
595,六百减五,600 - 5,4
596,六百减四,600 - 4,4
597,六百减三,600 - 3,4
598,六百减二,600 - 2,4
599,六百减一,600 - 1,4
600,六百,600,2
601,六百加一,600 + 1,4
602,六百加二,600 + 2,4
603,六百加三,600 + 3,4
604,六百加四,600 + 4,4
605,六百加五,600 + 5,4
606,六百加六,600 + 6,4
607,六百加七,600 + 7,4
608,六百加八,600 + 8,4
609,六百加九,600 + 9,4
610,六百十,610,3
611,六百十一,611,4
612,六百十二,612,4
613,六百十三,613,4
614,六百十四,614,4
615,六百十五,615,4
616,六百十六,616,4
617,六百十七,617,4
618,六百十八,618,4
619,六百十九,619,4
620,六百二十,620,4
621,九乘六十九,9 * 69,5
622,六百二十二,622,5
623,七乘八十九,7 * 89,5
624,八乘七十八,8 * 78,5
625,五平方平方,(5 ²) ²,5
626,六百二十六,626,5
627,六百二十七,627,5
628,六百二十八,628,5
629,六百二十九,629,5
630,九乘七十,9 * 70,4
631,六百三十一,631,5
632,八乘七十九,8 * 79,5
633,六百三十三,633,5
634,六百三十四,634,5
635,六百三十五,635,5
636,六百三十六,636,5
637,七乘九十一,7 * 91,5
638,六百三十八,638,5
639,九乘七十一,9 * 71,5
640,八乘八十,8 * 80,4
641,六百四十一,641,5
642,六百四十二,642,5
643,六百四十三,643,5
644,七乘九十二,7 * 92,5
645,六百四十五,645,5
646,六百四十六,646,5
647,六百四十七,647,5
648,九乘八乘九,9 * 8 * 9,5
649,六百四十九,649,5
650,六百五十,650,4
651,七乘九十三,7 * 93,5
652,六百五十二,652,5
653,六百五十三,653,5
654,六百五十四,654,5
655,六百五十五,655,5
656,八乘八十二,8 * 82,5
657,九乘七十三,9 * 73,5
658,七乘九十四,7 * 94,5
659,六百五十九,659,5
660,六百六十,660,4
661,六百六十一,661,5
662,六百六十二,662,5
663,六百六十三,663,5
664,八乘八十三,8 * 83,5
665,七乘九十五,7 * 95,5
666,九乘七十四,9 * 74,5
667,六百六十七,667,5
668,六百六十八,668,5
669,六百六十九,669,5
670,六百七十,670,4
671,六百七十一,671,5
672,八乘八十四,8 * 84,5
673,六百七十三,673,5
674,六百七十四,674,5
675,九乘七十五,9 * 75,5
676,二十六平方,26 ²,5
677,六百七十七,677,5
678,六百七十八,678,5
679,七乘九十七,7 * 97,5
680,六百八十,680,4
681,七百减十九,700 - 19,5
682,七百减十八,700 - 18,5
683,七百减十七,700 - 17,5
684,七百减十六,700 - 16,5
685,七百减十五,700 - 15,5
686,七百减十四,700 - 14,5
687,七百减十三,700 - 13,5
688,七百减十二,700 - 12,5
689,七百减十一,700 - 11,5
690,七百减十,700 - 10,4
691,七百减九,700 - 9,4
692,七百减八,700 - 8,4
693,七百减七,700 - 7,4
694,七百减六,700 - 6,4
695,七百减五,700 - 5,4
696,七百减四,700 - 4,4
697,七百减三,700 - 3,4
698,七百减二,700 - 2,4
699,七百减一,700 - 1,4
700,七百,700,2
701,七百加一,700 + 1,4
702,七百加二,700 + 2,4
703,七百加三,700 + 3,4
704,七百加四,700 + 4,4
705,七百加五,700 + 5,4
706,七百加六,700 + 6,4
707,七百加七,700 + 7,4
708,七百加八,700 + 8,4
709,七百加九,700 + 9,4
710,七百十,710,3
711,七百十一,711,4
712,七百十二,712,4
713,七百十三,713,4
714,七百十四,714,4
715,七百十五,715,4
716,七百十六,716,4
717,七百十七,717,4
718,七百十八,718,4
719,七百十九,719,4
720,九乘八十,9 * 80,4
721,九立方减八,9 ³ - 8,5
722,九立方减七,9 ³ - 7,5
723,九立方减六,9 ³ - 6,5
724,九立方减五,9 ³ - 5,5
725,九立方减四,9 ³ - 4,5
726,九立方减三,9 ³ - 3,5
727,九立方减二,9 ³ - 2,5
728,九立方减一,9 ³ - 1,5
729,九立方,9 ³,3
730,七百三十,730,4
731,九立方加二,9 ³ + 2,5
732,九立方加三,9 ³ + 3,5
733,九立方加四,9 ³ + 4,5
734,九立方加五,9 ³ + 5,5
735,九立方加六,9 ³ + 6,5
736,八乘九十二,8 * 92,5
737,九立方加八,9 ³ + 8,5
738,九乘八十二,9 * 82,5
739,九立方加十,9 ³ + 10,5
740,七百四十,740,4
741,七百四十一,741,5
742,七百四十二,742,5
743,七百四十三,743,5
744,八乘九十三,8 * 93,5
745,七百四十五,745,5
746,七百四十六,746,5
747,九乘八十三,9 * 83,5
748,七百四十八,748,5
749,七百四十九,749,5
750,半分之半分之三千,3000 / 2 / 2,4
751,七百五十一,751,5
752,八乘九十四,8 * 94,5
753,七百五十三,753,5
754,七百五十四,754,5
755,七百五十五,755,5
756,九乘八十四,9 * 84,5
757,七百五十七,757,5
758,七百五十八,758,5
759,七百五十九,759,5
760,七百六十,760,4
761,七百六十一,761,5
762,七百六十二,762,5
763,七百六十三,763,5
764,七百六十四,764,5
765,九乘八十五,9 * 85,5
766,七百六十六,766,5
767,七百六十七,767,5
768,八乘九十六,8 * 96,5
769,七百六十九,769,5
770,七百七十,770,4
771,七百七十一,771,5
772,七百七十二,772,5
773,七百七十三,773,5
774,九乘八十六,9 * 86,5
775,七百七十五,775,5
776,八乘九十七,8 * 97,5
777,七百七十七,777,5
778,七百七十八,778,5
779,七百七十九,779,5
780,七百八十,780,4
781,八百减十九,800 - 19,5
782,八百减十八,800 - 18,5
783,八百减十七,800 - 17,5
784,二十八平方,28 ²,5
785,八百减十五,800 - 15,5
786,八百减十四,800 - 14,5
787,八百减十三,800 - 13,5
788,八百减十二,800 - 12,5
789,八百减十一,800 - 11,5
790,八百减十,800 - 10,4
791,八百减九,800 - 9,4
792,八百减八,800 - 8,4
793,八百减七,800 - 7,4
794,八百减六,800 - 6,4
795,八百减五,800 - 5,4
796,八百减四,800 - 4,4
797,八百减三,800 - 3,4
798,八百减二,800 - 2,4
799,八百减一,800 - 1,4
800,八百,800,2
801,八百加一,800 + 1,4
802,八百加二,800 + 2,4
803,八百加三,800 + 3,4
804,八百加四,800 + 4,4
805,八百加五,800 + 5,4
806,八百加六,800 + 6,4
807,八百加七,800 + 7,4
808,八百加八,800 + 8,4
809,八百加九,800 + 9,4
810,八百十,810,3
811,八百十一,811,4
812,八百十二,812,4
813,八百十三,813,4
814,八百十四,814,4
815,八百十五,815,4
816,八百十六,816,4
817,八百十七,817,4
818,八百十八,818,4
819,八百十九,819,4
820,八百二十,820,4
821,八百二十一,821,5
822,八百二十二,822,5
823,八百二十三,823,5
824,八百二十四,824,5
825,八百二十五,825,5
826,八百二十六,826,5
827,八百二十七,827,5
828,九乘九十二,9 * 92,5
829,八百二十九,829,5
830,八百三十,830,4
831,八百三十一,831,5
832,八百三十二,832,5
833,八百三十三,833,5
834,八百三十四,834,5
835,八百三十五,835,5
836,八百三十六,836,5
837,九乘九十三,9 * 93,5
838,八百三十八,838,5
839,八百三十九,839,5
840,八百四十,840,4
841,二十九平方,29 ²,5
842,八百四十二,842,5
843,八百四十三,843,5
844,八百四十四,844,5
845,八百四十五,845,5
846,九乘九十四,9 * 94,5
847,八百四十七,847,5
848,八百四十八,848,5
849,八百四十九,849,5
850,八百五十,850,4
851,八百五十一,851,5
852,八百五十二,852,5
853,八百五十三,853,5
854,八百五十四,854,5
855,九乘九十五,9 * 95,5
856,八百五十六,856,5
857,八百五十七,857,5
858,八百五十八,858,5
859,八百五十九,859,5
860,八百六十,860,4
861,八百六十一,861,5
862,八百六十二,862,5
863,八百六十三,863,5
864,半分之十二立方,12 ³ / 2,5
865,八百六十五,865,5
866,八百六十六,866,5
867,八百六十七,867,5
868,八百六十八,868,5
869,八百六十九,869,5
870,八百七十,870,4
871,八百七十一,871,5
872,八百七十二,872,5
873,九乘九十七,9 * 97,5
874,八百七十四,874,5
875,半分之半分之半分之七千,7000 / 2 / 2 / 2,5
876,八百七十六,876,5
877,八百七十七,877,5
878,八百七十八,878,5
879,八百七十九,879,5
880,八百八十,880,4
881,九百减十九,900 - 19,5
882,九百减十八,900 - 18,5
883,九百减十七,900 - 17,5
884,九百减十六,900 - 16,5
885,九百减十五,900 - 15,5
886,九百减十四,900 - 14,5
887,九百减十三,900 - 13,5
888,九百减十二,900 - 12,5
889,九百减十一,900 - 11,5
890,九百减十,900 - 10,4
891,九百减九,900 - 9,4
892,九百减八,900 - 8,4
893,九百减七,900 - 7,4
894,九百减六,900 - 6,4
895,九百减五,900 - 5,4
896,九百减四,900 - 4,4
897,九百减三,900 - 3,4
898,九百减二,900 - 2,4
899,九百减一,900 - 1,4
900,九百,900,2
901,九百加一,900 + 1,4
902,九百加二,900 + 2,4
903,九百加三,900 + 3,4
904,九百加四,900 + 4,4
905,九百加五,900 + 5,4
906,九百加六,900 + 6,4
907,九百加七,900 + 7,4
908,九百加八,900 + 8,4
909,九百加九,900 + 9,4
910,九百十,910,3
911,九百十一,911,4
912,九百十二,912,4
913,九百十三,913,4
914,九百十四,914,4
915,九百十五,915,4
916,九百十六,916,4
917,九百十七,917,4
918,九百十八,918,4
919,九百十九,919,4
920,九百二十,920,4
921,九百二十一,921,5
922,九百二十二,922,5
923,九百二十三,923,5
924,九百二十四,924,5
925,九百二十五,925,5
926,九百二十六,926,5
927,九百二十七,927,5
928,九百二十八,928,5
929,九百二十九,929,5
930,九百三十,930,4
931,九百三十一,931,5
932,九百三十二,932,5
933,九百三十三,933,5
934,九百三十四,934,5
935,九百三十五,935,5
936,九百三十六,936,5
937,九百三十七,937,5
938,九百三十八,938,5
939,九百三十九,939,5
940,九百四十,940,4
941,九百四十一,941,5
942,九百四十二,942,5
943,九百四十三,943,5
944,九百四十四,944,5
945,九百四十五,945,5
946,九百四十六,946,5
947,九百四十七,947,5
948,九百四十八,948,5
949,九百四十九,949,5
950,九百五十,950,4
951,九百五十一,951,5
952,九百五十二,952,5
953,九百五十三,953,5
954,九百五十四,954,5
955,九百五十五,955,5
956,九百五十六,956,5
957,九百五十七,957,5
958,九百五十八,958,5
959,九百五十九,959,5
960,九百六十,960,4
961,三十一平方,31 ²,5
962,九百六十二,962,5
963,九百六十三,963,5
964,九百六十四,964,5
965,九百六十五,965,5
966,九百六十六,966,5
967,九百六十七,967,5
968,九百六十八,968,5
969,九百六十九,969,5
970,九百七十,970,4
971,九百七十一,971,5
972,九百七十二,972,5
973,九百七十三,973,5
974,九百七十四,974,5
975,九百七十五,975,5
976,九百七十六,976,5
977,九百七十七,977,5
978,九百七十八,978,5
979,九百七十九,979,5
980,九百八十,980,4
981,一千减十九,1000 - 19,5
982,一千减十八,1000 - 18,5
983,一千减十七,1000 - 17,5
984,一千减十六,1000 - 16,5
985,一千减十五,1000 - 15,5
986,一千减十四,1000 - 14,5
987,一千减十三,1000 - 13,5
